order_id,order_date,ship_date,customer_id,product_id,quantity,unit_price_gbp,status
O62052,2024-09-11,2024-09-20,C40146,P50008,5,133.99,Shipped
O62053,2024-06-18,2024-06-26,C40119,P50036,3,80.12,Shipped
O62054,2025-03-23,2025-03-28,C40054,P50048,1,68.63,Shipped
O62055,2024-01-02,2024-01-03,C40204,P50056,8,169.31,Shipped
O62056,2025-03-23,2025-04-01,C40096,P50053,6,133.9,Shipped
O62057,2024-11-26,2024-12-01,C40298,P50053,4,123.42,Shipped
O62058,2025-05-14,2025-05-22,C40042,P50054,7,55.6,Shipped
O62059,2025-05-14,2025-05-14,C40235,P50034,8,174.67,Shipped
O62060,2025-01-26,2025-01-29,C40204,P50049,9,87.92,Shipped
O62061,2025-03-02,2025-03-04,C40109,P50038,4,141.1,Shipped
O62062,2024-01-20,2024-01-28,C40117,P50008,1,101.9,Shipped
O62063,2025-12-18,2025-12-22,C40288,P50001,5,114.84,Shipped
O62064,2024-02-25,2024-02-26,C40220,P50005,4,50.02,Shipped
O62065,2025-12-14,2025-12-20,C40012,P50020,2,132.9,Shipped
O62066,2025-12-12,2025-12-13,C40165,P50029,6,72.82,Shipped
O62067,2025-06-08,2025-06-12,C40222,P50038,4,146.94,Shipped
O62068,2025-06-29,2025-07-08,C40113,P50031,8,16.47,Shipped
O62069,2024-01-22,2024-01-26,C40207,P50021,1,123.41,Pending
O62070,2025-11-24,2025-11-28,C40187,P50043,7,114.82,Shipped
O62071,2025-01-21,2025-01-21,C40098,P50051,6,77.04,Shipped
O62072,2024-09-05,2024-09-09,C40002,P50013,3,41.25,Shipped
O62073,2025-05-04,2025-05-13,C40010,P50015,4,34.08,Shipped
O62074,2025-01-26,2025-02-04,C40207,P50055,8,80.44,Shipped
O62075,2024-09-21,2024-09-30,C40232,P50058,4,86.5,Shipped
O62076,2024-08-23,2024-08-26,C40111,P50018,6,62.71,Shipped
O62077,2024-03-27,2024-03-27,C40142,P50030,5,40.12,Shipped
O62078,2025-10-26,2025-10-28,C40154,P50034,9,123.65,Pending
O62079,2025-05-01,2025-05-03,C40264,P50038,6,111.24,Shipped
O62080,2024-07-29,2024-07-29,C40157,P50051,8,97.85,Shipped
O62081,2025-06-12,2025-06-19,C40171,P50006,9,69.14,Shipped
O62082,2025-05-22,2025-05-27,C40167,P50031,2,19.06,Pending
O62083,2024-04-12,2024-04-19,C40039,P50012,8,93.22,Shipped
O62084,2024-05-07,2024-05-08,C40210,P50045,9,46.55,Shipped
O62085,2024-06-17,2024-06-23,C40272,P50035,1,121.15,Pending
O62086,2024-03-17,2024-03-17,C40033,P50044,5,70.31,Shipped
O62087,2025-08-24,2025-08-31,C40021,P50054,3,75.26,Shipped
O62088,2024-04-23,2024-05-01,C40146,P50047,9,117.01,Shipped
O62089,2025-08-16,2025-08-18,C40229,P50051,4,83.35,Shipped
O62090,2025-01-22,2025-01-25,C40024,P50048,2,65.39,Shipped
O62091,2024-03-26,2024-03-30,C40223,P50037,1,135.71,Shipped
O62092,2025-09-09,2025-09-14,C40070,P50023,8,92.97,Shipped
O62093,2024-05-06,2024-05-11,C40055,P50020,1,118.8,Shipped
O62094,2025-12-31,2026-01-01,C40056,P50021,3,159.26,Shipped
O62095,2024-01-11,2024-01-14,C40157,P50036,5,68.14,Shipped
O62096,2025-03-31,2025-04-05,C40179,P50048,1,87.39,Shipped
O62097,2024-08-17,2024-08-23,C40138,P50022,2,39.27,Shipped
O62098,2025-01-25,2025-01-31,C40181,P50034,9,133.1,Shipped
O62099,2025-09-05,2025-09-11,C40241,P50024,5,75.47,Shipped
O62100,2025-07-29,2025-08-02,C40249,P50036,3,58.69,Shipped
O62101,2024-07-24,2024-07-29,C40218,P50049,8,93.24,Shipped
O62102,2024-02-16,2024-02-19,C40156,P50024,1,98.97,Shipped
O62103,2024-07-26,2024-07-28,C40065,P50023,3,75.9,Pending
O62104,2025-08-14,2025-08-17,C40223,P50012,8,88.16,Shipped
O62105,2025-01-11,2025-01-15,C40201,P50029,7,85.38,Shipped
O62106,2025-07-08,2025-07-09,C40266,P50027,4,66.47,Cancelled
O62107,2024-12-27,2024-12-29,C40213,P50009,9,102.59,Shipped
O62108,2025-01-22,2025-01-23,C40040,P50058,6,66.48,Shipped
O62109,2024-02-17,2024-02-21,C40170,P50051,7,71.37,Shipped
O62110,2024-01-17,2024-01-21,C40216,P50017,9,172.41,Shipped
O62111,2025-05-29,2025-05-30,C40299,P50056,5,155.13,Cancelled
O62112,2024-05-27,2024-05-28,C40098,P50016,5,143.17,Shipped
O62113,2024-09-20,2024-09-25,C40258,P50025,6,73.61,Shipped
O62114,2024-09-27,2024-09-29,C40083,P50007,1,68.25,Shipped
O62115,2025-04-07,2025-04-15,C40113,P50036,4,54.98,Shipped
O62116,2025-11-19,2025-11-20,C40288,P50028,7,62.81,Shipped
O62117,2025-07-07,2025-07-11,C40049,P50016,4,139.48,Shipped
O62118,2025-04-11,2025-04-19,C40061,P50017,7,141.82,Cancelled
O62119,2025-09-02,2025-09-03,C40250,P50056,4,127.56,Shipped
O62120,2025-01-07,2025-01-11,C40274,P50041,2,86.92,Shipped
O62121,2024-04-16,2024-04-20,C40031,P50009,2,142.08,Shipped
O62122,2024-12-23,2024-12-28,C40247,P50008,5,140.96,Shipped
O62123,2025-12-15,2025-12-23,C40176,P50004,2,81.28,Shipped
O62124,2025-07-24,2025-07-29,C40263,P50014,4,88.79,Shipped
O62125,2024-09-12,2024-09-15,C40149,P50044,5,73.17,Shipped
O62126,2024-08-24,2024-08-27,C40175,P50003,1,56.02,Shipped
O62127,2025-11-02,2025-11-08,C40069,P50014,4,70.52,Shipped
O62128,2024-03-10,2024-03-12,C40175,P50002,3,48.49,Shipped
O62129,2025-11-12,2025-11-18,C40125,P50038,3,129.95,Shipped
O62130,2025-05-09,2025-05-12,C40120,P50048,9,74.38,Shipped
O62131,2025-08-13,2025-08-13,C40083,P50031,9,13.76,Pending
O62132,2024-08-28,2024-09-02,C40120,P50054,3,59.2,Shipped
O62133,2025-04-19,2025-04-21,C40050,P50041,8,104.79,Shipped
O62134,2024-08-26,2024-08-29,C40255,P50045,3,44.78,Shipped
O62135,2024-01-13,2024-01-16,C40121,P50018,4,72.74,Shipped
O62136,2024-11-28,2024-11-29,C40116,P50051,9,88.6,Shipped
O62137,2025-12-17,2025-12-19,C40293,P50037,1,134.74,Shipped
O62138,2024-06-26,2024-07-05,C40146,P50005,4,58.5,Shipped
O62139,2024-04-28,2024-05-01,C40210,P50004,8,82.31,Shipped
O62140,2025-11-04,2025-11-11,C40298,P50053,9,125.93,Shipped
O62141,2025-10-27,2025-10-31,C40258,P50016,9,123.12,Shipped
O62142,2025-09-11,2025-09-11,C40106,P50027,8,68.57,Cancelled
O62143,2025-12-14,2025-12-22,C40159,P50045,9,37.39,Cancelled
O62144,2025-12-25,2026-01-03,C40246,P50046,5,66.77,Shipped
O62145,2025-11-02,2025-11-04,C40150,P50001,3,98.74,Shipped
O62146,2025-12-06,2025-12-07,C40083,P50036,4,55.14,Shipped
O62147,2025-06-28,2025-07-07,C40158,P50054,2,70.5,Shipped
O62148,2024-08-17,2024-08-17,C40007,P50020,2,100.79,Shipped
O62149,2024-12-01,2024-12-09,C40264,P50032,9,99.64,Shipped
O62150,2024-10-05,2024-10-06,C40178,P50015,2,40.3,Cancelled
O62151,2025-01-07,2025-01-15,C40076,P50043,6,91.67,Shipped
O62152,2025-05-25,2025-06-03,C40143,P50007,3,92.01,Shipped
O62153,2024-06-25,2024-06-27,C40009,P50031,6,19.42,Shipped
O62154,2024-01-12,2024-01-14,C40236,P50024,5,82.03,Shipped
O62155,2025-03-16,2025-03-17,C40159,P50038,1,101.82,Shipped
O62156,2025-12-27,2026-01-03,C40001,P50029,4,83.87,Shipped
O62157,2025-09-21,2025-09-24,C40137,P50058,7,71.92,Shipped
O62158,2024-01-08,2024-01-14,C40021,P50058,8,70.82,Shipped
O62159,2025-03-13,2025-03-19,C40116,P50017,3,106.85,Shipped
O62160,2025-01-23,2025-01-28,C40257,P50002,3,35.06,Pending
O62161,2024-11-06,2024-11-08,C40196,P50029,7,68.45,Shipped
O62162,2025-05-03,2025-05-06,C40144,P50035,4,144.59,Shipped
O62163,2024-11-07,2024-11-12,C40153,P50045,1,49.43,Shipped
O62164,2025-10-30,2025-10-30,C40151,P50031,2,18.54,Shipped
O62165,2025-10-25,2025-10-29,C40029,P50035,4,134.25,Shipped
O62166,2025-04-15,2025-04-22,C40067,P50001,3,134.64,Shipped
O62167,2024-12-01,2024-12-05,C40244,P50045,2,40.78,Pending
O62168,2025-03-12,2025-03-15,C40277,P50019,8,49.21,Shipped
O62169,2025-10-19,2025-10-27,C40043,P50023,5,88.66,Shipped
O62170,2024-08-07,2024-08-12,C40274,P50025,7,51.63,Shipped
O62171,2025-09-26,2025-10-03,C40009,P50004,1,123.66,Pending
O62172,2025-03-07,2025-03-07,C40155,P50029,4,102.66,Shipped
O62173,2024-02-16,2024-02-25,C40248,P50022,5,38.64,Shipped
O62174,2025-07-02,2025-07-09,C40065,P50014,6,65.0,Shipped
O62175,2024-05-27,2024-06-04,C40284,P50014,9,65.62,Shipped
O62176,2025-01-11,2025-01-17,C40294,P50002,5,52.52,Shipped
O62177,2025-11-25,2025-11-30,C40127,P50053,5,93.68,Shipped
O62178,2025-07-23,2025-07-28,C40267,P50017,9,160.16,Shipped
O62179,2025-05-26,2025-06-01,C40023,P50052,4,43.28,Shipped
O62180,2024-02-20,2024-02-24,C40156,P50050,4,35.77,Shipped
O62181,2025-09-20,2025-09-27,C40087,P50027,2,52.54,Shipped
O62182,2024-09-02,2024-09-05,C40187,P50048,7,86.93,Shipped
O62183,2024-02-06,2024-02-13,C40075,P50012,1,94.94,Shipped
O62184,2025-12-02,2025-12-05,C40131,P50010,2,46.55,Pending
O62185,2024-05-19,2024-05-23,C40219,P50053,4,103.47,Shipped
O62186,2024-08-24,2024-08-24,C40061,P50038,4,118.23,Shipped
O62187,2024-04-13,2024-04-22,C40252,P50041,1,113.37,Shipped
O62188,2025-03-30,2025-04-05,C40204,P50055,5,90.14,Shipped
O62189,2025-09-26,2025-09-28,C40075,P50000,9,132.64,Shipped
O62190,2025-01-15,2025-01-15,C40200,P50010,1,75.31,Pending
O62191,2025-09-27,2025-10-05,C40095,P50057,5,64.69,Shipped
O62192,2025-11-15,2025-11-15,C40164,P50007,6,89.59,Shipped
O62193,2025-09-29,2025-10-03,C40183,P50026,3,122.01,Shipped
O62194,2024-04-28,2024-04-28,C40244,P50001,6,125.86,Shipped
O62195,2024-05-30,2024-06-05,C40104,P50019,4,80.36,Shipped
O62196,2024-08-06,2024-08-08,C40135,P50010,2,58.92,Pending
O62197,2025-04-11,2025-04-15,C40132,P50015,8,47.69,Shipped
O62198,2025-09-22,2025-09-27,C40258,P50048,9,56.17,Shipped
O62199,2024-08-16,2024-08-19,C40252,P50016,4,113.35,Shipped
O62200,2025-05-01,2025-05-07,C40065,P50048,1,77.66,Cancelled
O62201,2024-05-16,2024-05-21,C40031,P50053,2,142.78,Cancelled
O62202,2025-01-31,2025-02-04,C40288,P50032,9,147.52,Cancelled
O62203,2025-07-23,2025-07-26,C40050,P50032,8,124.54,Shipped
O62204,2024-10-15,2024-10-19,C40061,P50020,5,147.18,Shipped
O62205,2024-04-29,2024-05-02,C40035,P50040,8,10.1,Shipped
O62206,2024-10-27,2024-11-01,C40048,P50048,3,85.66,Shipped
O62207,2025-07-11,2025-07-18,C40018,P50051,4,72.56,Shipped
O62208,2025-11-14,2025-11-19,C40181,P50011,2,102.48,Pending
O62209,2025-03-26,2025-03-26,C40152,P50041,5,110.79,Shipped
O62210,2025-05-05,2025-05-13,C40027,P50008,7,144.25,Shipped
O62211,2024-11-02,2024-11-09,C40195,P50029,9,87.67,Shipped
O62212,2025-11-10,2025-11-18,C40050,P50005,7,76.36,Shipped
O62213,2025-09-27,2025-09-27,C40161,P50033,6,76.04,Shipped
O62214,2025-12-11,2025-12-19,C40218,P50051,7,93.23,Shipped
O62215,2025-09-23,2025-09-27,C40127,P50049,6,86.12,Shipped
O62216,2025-02-03,2025-02-11,C40092,P50042,4,91.36,Cancelled
O62217,2025-12-03,2025-12-10,C40268,P50034,5,172.71,Shipped
O62218,2025-03-21,2025-03-29,C40240,P50037,2,167.28,Pending
O62219,2025-03-15,2025-03-16,C40253,P50005,1,81.07,Shipped
O62220,2025-04-24,2025-04-29,C40046,P50043,8,119.36,Shipped
O62221,2024-05-15,2024-05-22,C40081,P50040,5,9.88,Shipped
O62222,2025-09-05,2025-09-10,C40115,P50008,8,114.65,Cancelled
O62223,2024-09-22,2024-09-30,C40050,P50037,2,168.09,Shipped
O62224,2025-04-26,2025-05-03,C40115,P50023,4,97.68,Shipped
O62225,2025-09-09,2025-09-09,C40074,P50030,3,43.33,Shipped
O62226,2024-03-24,2024-03-25,C40144,P50048,8,94.31,Shipped
O62227,2024-08-07,2024-08-13,C40212,P50019,4,72.6,Shipped
O62228,2025-11-19,2025-11-22,C40123,P50055,6,86.32,Shipped
O62229,2024-09-20,2024-09-23,C40216,P50025,1,47.88,Shipped
O62230,2025-04-28,2025-05-07,C40116,P50030,5,39.96,Pending
O62231,2025-02-14,2025-02-14,C40148,P50001,4,108.85,Shipped
O62232,2025-09-27,2025-10-02,C40098,P50007,6,89.86,Shipped
O62233,2025-01-08,2025-01-11,C40025,P50016,6,95.98,Shipped
O62234,2024-11-06,2024-11-06,C40004,P50058,1,88.19,Shipped
O62235,2024-01-13,2024-01-16,C40054,P50015,1,42.9,Shipped
O62236,2024-12-13,2024-12-17,C40184,P50023,2,66.57,Shipped
O62237,2025-03-03,2025-03-07,C40029,P50051,2,95.4,Pending
O62238,2025-05-18,2025-05-19,C40142,P50019,7,71.18,Shipped
O62239,2025-07-24,2025-07-31,C40039,P50048,3,85.9,Shipped
O62240,2025-07-21,2025-07-24,C40111,P50007,9,83.53,Shipped
O62241,2024-12-01,2024-12-06,C40081,P50007,1,77.75,Shipped
O62242,2024-02-27,2024-03-03,C40063,P50000,5,110.55,Pending
O62243,2024-07-04,2024-07-09,C40154,P50007,7,89.79,Pending
O62244,2024-10-24,2024-10-29,C40267,P50036,1,87.12,Shipped
O62245,2025-12-16,2025-12-19,C40195,P50005,5,74.95,Shipped
O62246,2025-07-16,2025-07-20,C40071,P50036,1,53.08,Shipped
O62247,2025-10-15,2025-10-20,C40254,P50035,8,177.1,Shipped
O62248,2025-12-26,2025-12-26,C40276,P50014,5,67.97,Cancelled
O62249,2024-04-07,2024-04-14,C40227,P50002,8,53.65,Shipped
O62250,2024-01-09,2024-01-13,C40065,P50009,6,99.93,Pending
O62251,2025-02-23,2025-02-25,C40050,P50008,3,99.32,Pending
O62252,2024-07-12,2024-07-12,C40291,P50031,2,12.98,Shipped
O62253,2025-09-27,2025-09-30,C40266,P50055,2,87.2,Shipped
O62254,2024-12-05,2024-12-09,C40125,P50026,1,108.88,Shipped
O62255,2024-01-07,2024-01-15,C40137,P50038,3,134.37,Shipped
O62256,2024-06-11,2024-06-17,C40159,P50018,7,67.64,Shipped
O62257,2024-09-06,2024-09-10,C40266,P50005,4,78.37,Shipped
O62258,2024-01-20,2024-01-21,C40089,P50013,2,50.78,Shipped
O62259,2024-08-20,2024-08-22,C40203,P50028,1,55.68,Shipped
O62260,2025-01-29,2025-02-07,C40281,P50051,4,103.16,Shipped
O62261,2025-10-14,2025-10-15,C40089,P50014,2,78.28,Shipped
O62262,2025-04-19,2025-04-25,C40084,P50059,7,113.18,Shipped
O62263,2024-03-09,2024-03-14,C40040,P50038,4,113.2,Shipped
O62264,2024-10-31,2024-11-02,C40219,P50021,2,144.15,Shipped
O62265,2025-07-15,2025-07-23,C40081,P50037,3,128.91,Shipped
O62266,2024-09-27,2024-09-30,C40006,P50041,4,111.07,Shipped
O62267,2025-02-15,2025-02-21,C40150,P50041,1,107.4,Shipped
O62268,2025-12-21,2025-12-21,C40167,P50051,2,102.18,Shipped
O62269,2024-04-10,2024-04-19,C40005,P50039,9,57.09,Shipped
O62270,2024-12-15,2024-12-15,C40222,P50001,4,101.98,Shipped
O62271,2025-03-21,2025-03-24,C40167,P50022,7,44.0,Shipped
O62272,2025-08-06,2025-08-15,C40141,P50054,9,61.19,Shipped
O62273,2025-09-03,2025-09-09,C40103,P50012,2,74.25,Shipped
O62274,2024-07-28,2024-08-03,C40192,P50029,7,91.9,Shipped
O62275,2024-12-07,2024-12-10,C40225,P50030,8,32.32,Pending
O62276,2025-08-29,2025-09-05,C40230,P50033,1,59.1,Shipped
O62277,2025-09-05,2025-09-14,C40116,P50052,3,50.02,Shipped
O62278,2025-08-25,2025-08-31,C40150,P50032,2,112.07,Shipped
O62279,2025-05-03,2025-05-05,C40076,P50000,1,155.4,Shipped
O62280,2024-07-14,2024-07-23,C40065,P50014,3,83.3,Shipped
O62281,2024-09-26,2024-09-26,C40258,P50037,2,191.74,Shipped
O62282,2025-04-24,2025-05-02,C40119,P50046,9,73.41,Pending
O62283,2024-07-04,2024-07-04,C40082,P50038,3,112.11,Pending
O62284,2025-05-13,2025-05-13,C40219,P50043,7,86.83,Shipped
O62285,2025-01-11,2025-01-11,C40209,P50014,1,74.6,Pending
O62286,2024-11-19,2024-11-20,C40081,P50005,6,78.15,Shipped
O62287,2024-09-16,2024-09-23,C40052,P50056,7,131.42,Shipped
O62288,2025-07-19,2025-07-22,C40189,P50033,2,52.57,Pending
O62289,2024-12-06,2024-12-06,C40275,P50044,4,86.24,Shipped
O62290,2024-08-12,2024-08-15,C40044,P50057,9,79.73,Shipped
O62291,2024-10-07,2024-10-16,C40071,P50010,6,74.98,Cancelled
O62292,2024-12-20,2024-12-25,C40279,P50052,8,36.81,Shipped
O62293,2025-03-27,2025-04-03,C40219,P50021,4,155.38,Shipped
O62294,2025-12-24,2025-12-26,C40180,P50037,3,189.01,Shipped
O62295,2024-09-05,2024-09-10,C40100,P50023,5,93.98,Cancelled
O62296,2024-05-10,2024-05-17,C40140,P50011,4,97.15,Shipped
O62297,2025-12-15,2025-12-21,C40056,P50052,9,43.77,Shipped
O62298,2024-04-18,2024-04-18,C40243,P50020,4,93.34,Shipped
O62299,2025-10-22,2025-10-28,C40150,P50001,6,135.63,Cancelled
O62300,2024-04-13,2024-04-20,C40239,P50009,6,106.42,Shipped
O62301,2024-09-22,2024-09-23,C40263,P50057,4,65.96,Shipped
O62302,2025-12-30,2026-01-02,C40029,P50049,4,66.28,Cancelled
O62303,2024-05-01,2024-05-07,C40258,P50039,8,77.25,Shipped
O62304,2024-04-26,2024-04-26,C40092,P50046,2,64.64,Shipped
O62305,2025-03-21,2025-03-28,C40098,P50038,4,115.71,Shipped
O62306,2024-05-19,2024-05-27,C40137,P50054,7,69.67,Shipped
O62307,2024-01-18,2024-01-23,C40089,P50005,1,78.8,Shipped
O62308,2025-05-22,2025-05-26,C40102,P50003,7,82.8,Shipped
O62309,2025-12-02,2025-12-02,C40208,P50041,8,113.61,Shipped
O62310,2025-07-09,2025-07-16,C40095,P50057,4,57.12,Shipped
O62311,2025-12-05,2025-12-14,C40182,P50034,6,133.68,Shipped
O62312,2025-01-20,2025-01-28,C40105,P50057,5,67.04,Shipped
O62313,2025-03-24,2025-03-29,C40097,P50024,6,81.65,Shipped
O62314,2025-12-19,2025-12-19,C40042,P50040,1,8.13,Shipped
O62315,2025-01-03,2025-01-05,C40259,P50030,6,35.65,Shipped
O62316,2024-01-29,2024-01-31,C40035,P50052,5,46.38,Shipped
O62317,2024-06-23,2024-06-23,C40166,P50038,1,134.3,Shipped
O62318,2025-03-29,2025-03-30,C40078,P50026,8,77.75,Shipped
O62319,2025-09-18,2025-09-23,C40296,P50014,2,96.72,Shipped
O62320,2025-03-19,2025-03-19,C40021,P50018,6,86.04,Shipped
O62321,2024-10-23,2024-10-23,C40127,P50004,8,93.08,Shipped
O62322,2024-08-22,2024-08-31,C40153,P50009,9,122.01,Shipped
O62323,2025-05-14,2025-05-20,C40296,P50030,6,43.82,Shipped
O62324,2025-10-19,2025-10-27,C40045,P50001,7,144.64,Shipped
O62325,2024-07-22,2024-07-24,C40249,P50028,6,64.81,Shipped
O62326,2025-02-08,2025-02-11,C40020,P50002,7,33.53,Shipped
O62327,2024-11-08,2024-11-14,C40087,P50009,9,161.19,Shipped
O62328,2024-06-29,2024-07-05,C40251,P50041,5,120.4,Shipped
O62329,2024-10-23,2024-10-26,C40113,P50001,4,129.89,Shipped
O62330,2024-03-05,2024-03-14,C40176,P50020,2,109.99,Shipped
O62331,2025-01-22,2025-01-29,C40117,P50011,9,120.6,Shipped
O62332,2024-03-19,2024-03-21,C40269,P50003,9,74.14,Shipped
O62333,2024-12-12,2024-12-12,C40027,P50012,7,85.94,Shipped
O62334,2025-10-17,2025-10-17,C40295,P50006,6,66.55,Shipped
O62335,2024-04-16,2024-04-24,C40070,P50004,2,95.01,Shipped
O62336,2024-07-01,2024-07-09,C40178,P50039,9,62.55,Shipped
O62337,2025-06-11,2025-06-15,C40078,P50007,1,81.6,Shipped
O62338,2025-10-25,2025-11-01,C40238,P50056,6,174.96,Shipped
O62339,2025-11-29,2025-12-07,C40211,P50029,3,104.29,Shipped
O62340,2024-03-28,2024-03-29,C40047,P50024,5,88.2,Shipped
O62341,2024-06-23,2024-07-02,C40073,P50052,1,44.11,Shipped
O62342,2025-12-20,2025-12-24,C40209,P50046,2,64.62,Shipped
O62343,2025-01-04,2025-01-08,C40150,P50025,4,61.57,Shipped
O62344,2025-09-01,2025-09-02,C40164,P50058,4,57.98,Pending
O62345,2024-01-11,2024-01-17,C40109,P50031,8,16.23,Shipped
O62346,2024-03-25,2024-03-31,C40202,P50042,6,83.6,Shipped
O62347,2024-05-29,2024-05-29,C40278,P50058,1,66.6,Shipped
O62348,2024-03-03,2024-03-09,C40031,P50043,9,86.38,Cancelled
O62349,2025-10-13,2025-10-14,C40208,P50035,6,156.15,Shipped
O62350,2025-08-10,2025-08-12,C40280,P50036,8,53.18,Shipped
O62351,2024-10-12,2024-10-18,C40066,P50039,9,68.49,Shipped
O62352,2024-02-27,2024-03-05,C40125,P50058,5,64.13,Pending
O62353,2024-03-18,2024-03-19,C40170,P50042,2,107.06,Shipped
O62354,2024-07-10,2024-07-14,C40232,P50017,5,143.76,Shipped
O62355,2025-06-15,2025-06-17,C40206,P50001,7,135.21,Shipped
O62356,2025-08-08,2025-08-15,C40297,P50046,1,85.66,Shipped
O62357,2025-01-29,2025-02-06,C40167,P50029,9,100.31,Shipped
O62358,2025-10-25,2025-10-31,C40261,P50024,4,101.72,Shipped
O62359,2025-11-09,2025-11-16,C40155,P50056,6,140.19,Pending
O62360,2025-07-15,2025-07-19,C40093,P50009,9,115.82,Shipped
O62361,2024-02-27,2024-03-03,C40202,P50002,8,47.98,Shipped
O62362,2025-10-12,2025-10-14,C40120,P50044,7,81.02,Shipped
O62363,2025-10-26,2025-11-04,C40197,P50055,3,81.5,Cancelled
O62364,2025-02-13,2025-02-15,C40194,P50049,5,81.73,Cancelled
O62365,2025-03-14,2025-03-23,C40022,P50052,5,38.94,Pending
O62366,2025-07-23,2025-07-30,C40161,P50051,8,75.22,Shipped
O62367,2025-03-09,2025-03-18,C40004,P50041,1,119.49,Shipped
O62368,2024-09-08,2024-09-14,C40123,P50055,1,82.13,Shipped
O62369,2025-05-24,2025-05-27,C40197,P50020,2,144.72,Shipped
O62370,2025-07-27,2025-07-29,C40196,P50044,9,87.41,Shipped
O62371,2024-04-13,2024-04-14,C40031,P50005,5,55.71,Shipped
O62372,2025-05-11,2025-05-20,C40272,P50031,7,12.09,Shipped
O62373,2024-05-06,2024-05-07,C40221,P50017,1,133.89,Shipped
O62374,2025-02-24,2025-03-04,C40092,P50056,1,152.43,Shipped
O62375,2024-03-19,2024-03-25,C40134,P50026,6,114.9,Shipped
O62376,2025-12-26,2025-12-27,C40038,P50012,7,94.97,Shipped
O62377,2025-05-03,2025-05-12,C40108,P50034,4,193.28,Shipped
O62378,2024-12-09,2024-12-10,C40202,P50004,1,101.93,Shipped
O62379,2025-01-03,2025-01-04,C40264,P50007,5,67.45,Shipped
O62380,2025-03-28,2025-04-02,C40176,P50025,6,60.65,Shipped
O62381,2024-04-01,2024-04-02,C40084,P50037,2,144.58,Shipped
O62382,2025-01-07,2025-01-08,C40271,P50034,3,125.56,Shipped
O62383,2025-06-07,2025-06-13,C40163,P50003,7,72.0,Shipped
O62384,2024-07-09,2024-07-18,C40222,P50040,2,8.36,Shipped
O62385,2024-12-16,2024-12-16,C40212,P50003,1,54.69,Cancelled
O62386,2024-08-29,2024-09-04,C40119,P50048,6,83.64,Shipped
O62387,2024-04-27,2024-05-03,C40006,P50002,1,46.57,Shipped
O62388,2025-12-16,2025-12-16,C40189,P50001,4,92.26,Shipped
O62389,2025-03-09,2025-03-10,C40267,P50031,6,17.2,Shipped
O62390,2024-10-13,2024-10-17,C40258,P50048,1,58.98,Shipped
O62391,2024-09-04,2024-09-10,C40257,P50045,6,47.89,Pending
O62392,2025-05-11,2025-05-13,C40104,P50036,8,74.16,Shipped
O62393,2024-03-20,2024-03-24,C40271,P50010,9,61.73,Shipped
O62394,2025-02-18,2025-02-22,C40004,P50057,3,86.54,Shipped
O62395,2024-06-17,2024-06-24,C40094,P50001,3,111.21,Shipped
O62396,2025-10-12,2025-10-14,C40187,P50020,6,106.04,Shipped
O62397,2025-07-27,2025-08-02,C40093,P50045,6,47.13,Shipped
O62398,2025-07-07,2025-07-15,C40007,P50037,6,155.62,Shipped
O62399,2024-04-16,2024-04-21,C40052,P50047,3,92.1,Shipped
O62400,2024-02-28,2024-03-06,C40281,P50045,1,46.75,Shipped
O62401,2024-12-01,2024-12-02,C40128,P50056,1,138.17,Pending
O62402,2024-09-16,2024-09-25,C40050,P50030,9,34.84,Cancelled
O62403,2025-06-13,2025-06-16,C40185,P50049,4,78.45,Shipped
O62404,2025-06-04,2025-06-05,C40112,P50009,5,147.55,Shipped
O62405,2024-10-17,2024-10-22,C40117,P50010,6,72.97,Shipped
O62406,2024-04-27,2024-04-30,C40283,P50002,2,47.1,Shipped
O62407,2024-08-25,2024-08-29,C40162,P50012,4,104.94,Shipped
O62408,2025-01-03,2025-01-11,C40023,P50006,4,60.96,Cancelled
O62409,2024-07-04,2024-07-09,C40282,P50049,1,82.99,Shipped
O62410,2024-08-20,2024-08-23,C40001,P50029,6,95.62,Shipped
O62411,2024-06-24,2024-07-02,C40206,P50026,2,117.89,Shipped
O62412,2024-02-17,2024-02-20,C40031,P50038,1,135.9,Shipped
O62413,2025-03-15,2025-03-24,C40081,P50021,6,156.98,Shipped
O62414,2025-12-29,2026-01-07,C40295,P50034,3,159.96,Shipped
O62415,2025-11-26,2025-11-30,C40050,P50000,7,173.67,Cancelled
O62416,2025-11-10,2025-11-17,C40291,P50042,5,84.06,Shipped
O62417,2025-04-26,2025-05-03,C40087,P50052,1,37.84,Shipped
O62418,2025-06-30,2025-07-08,C40115,P50002,7,36.26,Pending
O62419,2024-02-16,2024-02-20,C40281,P50004,1,104.76,Shipped
O62420,2024-05-26,2024-05-30,C40222,P50008,3,94.3,Shipped
O62421,2025-05-31,2025-06-02,C40088,P50036,7,57.48,Shipped
O62422,2025-12-23,2025-12-28,C40220,P50045,4,44.39,Shipped
O62423,2025-10-25,2025-10-31,C40143,P50049,4,79.67,Shipped
O62424,2025-04-06,2025-04-10,C40029,P50046,2,60.08,Shipped
O62425,2024-03-20,2024-03-23,C40075,P50034,4,168.47,Pending
O62426,2025-12-07,2025-12-11,C40070,P50042,3,96.04,Shipped
O62427,2024-08-20,2024-08-25,C40142,P50016,9,145.59,Shipped
O62428,2024-02-01,2024-02-02,C40266,P50044,7,86.05,Shipped
